,sex,age,race,c_charge_degree,priors_count,is_recid
5865,Male,23,Caucasian,F,1,neg
5866,Male,22,Caucasian,M,3,neg
5867,Female,51,African-American,F,4,pos
5868,Male,41,African-American,F,0,pos
5869,Male,21,African-American,F,0,pos
5870,Male,32,African-American,M,1,pos
5871,Male,26,Other,M,0,pos
5872,Female,39,African-American,M,3,pos
5873,Female,48,Other,M,0,pos
5874,Male,46,Caucasian,M,0,pos
5875,Male,56,Hispanic,M,2,pos
5876,Male,22,African-American,M,1,neg
5877,Male,33,Other,F,7,neg
5878,Male,36,African-American,F,2,neg
5879,Male,20,Native American,F,1,neg
5880,Male,32,Caucasian,M,0,pos
5881,Male,38,African-American,M,17,neg
5882,Male,64,Hispanic,M,1,pos
5883,Male,22,African-American,F,1,neg
5884,Male,69,Caucasian,M,0,neg
5885,Male,26,African-American,F,2,pos
5886,Female,27,African-American,M,1,neg
5887,Female,30,Caucasian,M,1,pos
5888,Male,22,African-American,F,2,neg
5889,Female,43,Caucasian,F,0,pos
5890,Male,24,Hispanic,F,0,neg
5891,Male,22,Caucasian,M,2,neg
5892,Female,55,Caucasian,M,0,pos
5893,Male,34,Hispanic,M,0,pos
5894,Male,20,African-American,F,1,pos
5895,Male,22,African-American,M,1,neg
5896,Male,29,African-American,F,15,neg
5897,Male,33,Caucasian,F,9,neg
5898,Male,55,Caucasian,F,7,pos
5899,Male,22,African-American,F,1,pos
5900,Male,55,African-American,F,1,pos
5901,Female,43,Caucasian,F,0,neg
5902,Male,21,African-American,F,0,neg
5903,Male,38,African-American,F,6,pos
5904,Male,23,African-American,F,0,pos
5905,Female,28,Caucasian,M,1,pos
5906,Male,45,Other,F,0,pos
5907,Male,39,African-American,F,1,neg
5908,Male,79,Caucasian,M,1,pos
5909,Male,48,Caucasian,F,1,pos
5910,Male,20,Hispanic,F,2,neg
5911,Male,31,African-American,M,5,pos
5912,Male,30,Caucasian,M,4,neg
5913,Male,32,African-American,F,5,neg
5914,Male,56,Caucasian,M,1,pos
5915,Female,28,African-American,M,0,neg
5916,Male,43,African-American,M,2,pos
5917,Male,20,Hispanic,F,0,pos
5918,Male,27,African-American,F,21,neg
5919,Male,41,African-American,M,0,pos
5920,Male,24,Other,F,1,pos
5921,Male,43,African-American,M,3,neg
5922,Female,33,African-American,F,1,pos
5923,Male,22,African-American,F,0,pos
5924,Male,34,African-American,F,3,pos
5925,Male,36,Caucasian,M,0,pos
5926,Male,69,Caucasian,F,0,pos
5927,Male,32,Caucasian,F,5,neg
5928,Male,22,African-American,F,1,neg
5929,Male,46,Caucasian,F,0,pos
5930,Male,34,Caucasian,M,1,pos
5931,Female,32,Hispanic,M,0,pos
5932,Male,39,African-American,M,0,pos
5933,Male,25,African-American,M,6,neg
5934,Female,21,Hispanic,M,0,neg
5935,Male,63,African-American,F,9,neg
5936,Male,24,Caucasian,F,8,neg
5937,Male,29,Caucasian,M,2,neg
5938,Male,20,African-American,F,3,neg
5939,Female,40,Caucasian,M,0,pos
5940,Male,30,African-American,F,7,neg
5941,Male,36,Caucasian,M,10,neg
5942,Male,50,Caucasian,F,5,neg
5943,Male,37,African-American,M,4,neg
5944,Male,34,African-American,F,1,pos
5945,Female,35,Hispanic,F,0,pos
5946,Female,31,African-American,M,1,neg
5947,Male,23,Caucasian,F,10,neg
5948,Male,22,Hispanic,F,0,neg
5949,Male,37,Caucasian,F,2,neg
5950,Male,20,Other,F,0,pos
5951,Male,54,African-American,F,22,neg
5952,Male,26,Caucasian,F,2,pos
5953,Male,34,African-American,F,12,neg
5954,Male,59,Caucasian,M,2,neg
5955,Male,45,Caucasian,F,2,pos
5956,Male,37,Caucasian,M,2,pos
5957,Male,38,Other,F,0,neg
5958,Male,45,Caucasian,F,1,neg
5959,Male,22,African-American,F,1,pos
5960,Male,24,African-American,F,3,neg
5961,Male,25,African-American,F,5,pos
5962,Male,24,African-American,F,6,neg
5963,Female,52,African-American,M,3,pos
5964,Male,20,African-American,M,1,neg
5965,Male,32,African-American,F,6,pos
5966,Female,32,Caucasian,F,2,neg
5967,Male,39,Caucasian,F,8,pos
5968,Male,49,African-American,F,3,neg
5969,Male,20,African-American,F,1,neg
5970,Male,31,Caucasian,F,11,neg
5971,Male,58,Caucasian,F,7,neg
5972,Male,50,Hispanic,M,2,pos
5973,Male,26,African-American,F,11,neg
5974,Male,20,African-American,F,1,pos
5975,Male,39,Caucasian,F,1,pos
5976,Male,51,Caucasian,M,1,neg
5977,Male,30,African-American,M,2,pos
5978,Male,39,Other,M,0,neg
5979,Male,26,Caucasian,F,9,neg
5980,Male,26,African-American,F,2,pos
5981,Male,35,African-American,F,13,neg
5982,Male,20,Other,M,0,pos
5983,Female,51,Caucasian,F,7,pos
5984,Female,26,Caucasian,F,0,pos
5985,Male,26,African-American,F,5,pos
5986,Male,20,Caucasian,F,0,pos
5987,Male,28,African-American,F,0,neg
5988,Male,23,African-American,M,1,neg
5989,Female,21,African-American,M,0,pos
5990,Male,25,Other,F,0,neg
5991,Male,30,Caucasian,F,0,pos
5992,Male,21,Caucasian,F,2,neg
5993,Male,20,Caucasian,F,1,neg
5994,Male,24,Caucasian,F,5,neg
5995,Male,35,African-American,F,22,neg
5996,Female,27,Other,F,0,neg
5997,Male,50,Caucasian,F,2,neg
5998,Male,25,African-American,M,5,pos
5999,Female,48,Caucasian,F,1,pos
6000,Male,31,African-American,M,12,neg
6001,Male,26,African-American,F,0,pos
6002,Male,22,African-American,F,0,pos
6003,Male,29,African-American,F,0,pos
6004,Male,33,Other,F,2,neg
6005,Male,52,Caucasian,F,1,pos
6006,Male,37,Hispanic,M,0,neg
6007,Male,21,African-American,F,0,neg
6008,Male,21,Caucasian,F,1,pos
6009,Female,20,Caucasian,F,0,neg
6010,Male,43,Hispanic,M,1,neg
6011,Male,30,Caucasian,F,1,neg
6012,Female,33,African-American,M,3,neg
6013,Male,24,African-American,F,3,pos
6014,Female,52,Hispanic,M,0,neg
6015,Female,30,African-American,F,11,neg
6016,Female,30,Caucasian,M,0,pos
6017,Male,47,African-American,F,13,neg
6018,Male,41,African-American,M,9,pos
6019,Male,21,Hispanic,F,4,neg
6020,Male,53,Hispanic,F,1,pos
6021,Male,48,Caucasian,F,6,pos
6022,Male,52,African-American,F,2,neg
6023,Female,34,African-American,M,1,pos
6024,Male,35,Caucasian,F,0,neg
6025,Male,25,Other,F,1,neg
6026,Male,39,Other,F,1,pos
6027,Male,24,African-American,F,1,neg
6028,Female,48,Caucasian,F,17,pos
6029,Male,31,Hispanic,F,1,pos
6030,Male,26,Hispanic,M,0,neg
6031,Male,43,African-American,F,3,neg
6032,Male,25,African-American,M,1,pos
6033,Male,34,African-American,F,20,neg
6034,Male,25,African-American,F,2,neg
6035,Male,24,Hispanic,F,4,neg
6036,Male,56,Caucasian,F,6,pos
6037,Male,23,African-American,F,0,pos
6038,Male,21,Caucasian,M,0,pos
6039,Male,66,Caucasian,M,0,pos
6040,Male,28,African-American,M,7,pos
6041,Male,29,Caucasian,M,0,pos
6042,Male,22,Caucasian,F,3,neg
6043,Male,39,Caucasian,F,0,pos
6044,Male,33,African-American,M,9,neg
6045,Male,29,Caucasian,F,2,neg
6046,Male,31,Caucasian,F,1,pos
6047,Male,22,African-American,M,0,pos
6048,Female,22,Caucasian,M,0,pos
6049,Male,35,Caucasian,F,3,pos
6050,Male,29,Caucasian,F,3,neg
6051,Female,37,African-American,F,0,pos
6052,Female,30,African-American,F,0,pos
6053,Male,56,Caucasian,F,1,neg
6054,Female,34,African-American,F,0,pos
6055,Male,23,African-American,F,1,neg
6056,Male,27,African-American,F,1,neg
6057,Male,43,Caucasian,F,2,pos
6058,Male,38,Caucasian,F,0,pos
6059,Male,39,Caucasian,F,3,pos
6060,Male,24,African-American,F,1,neg
6061,Male,26,African-American,M,2,pos
6062,Female,55,Caucasian,M,0,pos
6063,Male,35,African-American,F,1,neg
6064,Male,61,African-American,F,25,pos
6065,Male,33,Other,M,0,pos
6066,Male,40,Caucasian,F,4,pos
6067,Male,33,African-American,F,3,pos
6068,Male,26,Caucasian,F,0,neg
6069,Male,32,Caucasian,F,15,neg
6070,Male,28,African-American,F,0,pos
6071,Male,45,Caucasian,M,0,pos
6072,Male,30,Caucasian,F,0,neg
6073,Female,57,Caucasian,F,4,pos
6074,Male,26,African-American,F,3,neg
6075,Male,35,African-American,F,1,pos
6076,Male,54,Hispanic,F,0,pos
6077,Female,29,African-American,F,0,pos
6078,Female,40,Caucasian,M,0,pos
6079,Male,28,Caucasian,F,1,neg
6080,Female,25,African-American,M,0,pos
6081,Male,44,African-American,M,3,pos
6082,Male,48,Caucasian,M,1,pos
6083,Female,59,Caucasian,F,1,pos
6084,Male,23,Caucasian,F,4,neg
6085,Male,29,African-American,F,0,pos
6086,Male,56,Caucasian,M,0,pos
6087,Female,27,African-American,M,0,pos
6088,Female,29,Caucasian,M,0,pos
6089,Female,34,Caucasian,M,4,pos
6090,Female,22,African-American,F,0,pos
6091,Male,40,Caucasian,F,5,neg
6092,Male,31,Caucasian,F,0,pos
6093,Male,47,African-American,F,3,pos
6094,Male,24,African-American,F,8,neg
6095,Female,20,Caucasian,F,1,pos
6096,Male,39,African-American,F,4,pos
6097,Male,29,African-American,F,10,neg
6098,Male,30,Hispanic,F,2,pos
6099,Female,26,African-American,F,4,neg
6100,Male,61,African-American,M,2,pos
6101,Male,37,Hispanic,M,3,pos
6102,Male,38,Other,F,1,neg
6103,Male,24,Caucasian,F,2,neg
6104,Male,30,African-American,M,0,pos
6105,Male,20,African-American,M,0,neg
6106,Male,56,African-American,F,22,neg
6107,Female,50,Caucasian,F,3,neg
6108,Male,47,Other,F,0,pos
6109,Male,56,Caucasian,F,5,pos
6110,Female,58,Hispanic,F,1,pos
6111,Male,30,African-American,F,10,neg
6112,Male,28,African-American,M,12,neg
6113,Male,59,African-American,M,1,pos
6114,Male,20,African-American,F,1,neg
6115,Male,23,Caucasian,M,4,neg
6116,Female,28,Caucasian,F,2,neg
6117,Male,50,Hispanic,F,3,neg
6118,Male,35,Caucasian,M,3,neg
6119,Male,22,African-American,F,1,neg
6120,Female,41,Hispanic,F,0,pos
6121,Male,22,African-American,F,0,pos
6122,Male,46,African-American,M,3,neg
6123,Male,61,African-American,F,8,neg
6124,Male,26,African-American,F,5,pos
6125,Male,44,Caucasian,F,1,pos
6126,Female,34,African-American,M,0,neg
6127,Male,29,Caucasian,F,1,neg
6128,Male,20,Hispanic,F,1,neg
6129,Male,29,African-American,M,8,pos
6130,Male,48,African-American,F,5,neg
6131,Female,31,African-American,M,0,pos
6132,Male,21,Caucasian,F,2,pos
6133,Male,34,Caucasian,F,4,pos
6134,Male,54,African-American,F,21,pos
6135,Male,20,Caucasian,F,4,pos
6136,Male,31,Caucasian,F,1,neg
6137,Male,22,Caucasian,M,0,pos
6138,Male,36,African-American,M,6,pos
6139,Male,34,African-American,F,9,neg
6140,Male,36,Caucasian,M,3,pos
6141,Male,32,African-American,F,3,neg
6142,Male,50,African-American,M,15,pos
6143,Male,47,Native American,F,22,neg
6144,Female,49,Other,M,0,pos
6145,Female,25,African-American,F,7,neg
6146,Male,31,African-American,M,1,pos
6147,Male,49,African-American,F,10,neg
6148,Male,21,African-American,F,2,pos
6149,Female,26,African-American,F,5,neg
6150,Male,29,Other,F,0,pos
6151,Male,61,Hispanic,F,0,pos
6152,Female,25,Caucasian,F,2,neg
6153,Female,26,Other,F,1,pos
6154,Male,38,Caucasian,F,5,pos
6155,Male,35,Caucasian,M,2,pos
6156,Male,50,African-American,F,10,pos
6157,Male,55,Other,F,8,neg
6158,Male,32,African-American,F,4,neg
6159,Male,29,Caucasian,F,1,pos
6160,Male,46,Caucasian,F,0,pos
6161,Male,53,Caucasian,M,1,neg
6162,Female,27,Caucasian,F,1,neg
6163,Male,29,Caucasian,F,4,pos
6164,Male,26,Other,F,0,neg
6165,Male,23,African-American,M,3,neg
6166,Male,43,Hispanic,M,3,neg
6167,Male,24,Caucasian,M,1,neg
6168,Male,33,African-American,F,18,neg
6169,Male,32,African-American,M,1,neg
6170,Female,38,African-American,F,7,neg
6171,Male,40,African-American,F,20,pos
6172,Female,55,Other,F,5,neg
6173,Female,36,African-American,M,1,pos
6174,Male,34,African-American,F,16,neg
6175,Male,41,Caucasian,M,1,neg
6176,Male,57,Caucasian,F,7,neg
6177,Male,26,African-American,F,1,neg
6178,Male,39,Caucasian,F,2,neg
6179,Male,45,African-American,F,0,neg
6180,Male,26,African-American,F,2,pos
6181,Female,48,Caucasian,F,0,pos
6182,Male,52,Caucasian,M,7,pos
6183,Male,22,Hispanic,F,2,neg
6184,Female,43,African-American,M,0,pos
6185,Male,35,African-American,F,2,pos
6186,Male,24,Caucasian,F,3,pos
6187,Male,27,African-American,F,11,neg
6188,Male,23,Hispanic,F,2,pos
6189,Male,56,African-American,F,28,pos
6190,Male,28,African-American,F,2,neg
6191,Male,21,African-American,F,0,pos
6192,Male,33,African-American,M,5,neg
6193,Male,25,African-American,F,1,neg
6194,Male,36,African-American,F,17,neg
6195,Female,25,Caucasian,F,0,pos
6196,Male,31,Other,F,3,neg
6197,Male,46,Caucasian,M,0,pos
6198,Female,24,African-American,F,0,pos
6199,Male,28,African-American,F,4,neg
6200,Male,28,African-American,M,12,neg
6201,Male,23,African-American,M,0,neg
6202,Male,24,Other,M,0,pos
6203,Male,40,Hispanic,M,0,pos
6204,Male,36,Hispanic,M,1,pos
6205,Male,50,Caucasian,M,1,neg
6206,Male,33,Hispanic,M,1,pos
6207,Male,24,Caucasian,M,0,pos
6208,Female,55,African-American,F,2,pos
6209,Male,22,African-American,F,0,neg
6210,Male,38,African-American,F,14,pos
6211,Male,31,African-American,F,1,pos
6212,Female,30,African-American,F,3,pos
6213,Male,52,Caucasian,F,1,pos
6214,Male,37,African-American,F,16,neg
6215,Female,41,Caucasian,M,1,pos
6216,Male,20,African-American,F,0,neg
6217,Male,21,Caucasian,M,0,neg
6218,Male,22,Caucasian,M,1,pos
6219,Male,38,African-American,M,7,pos
6220,Male,31,African-American,F,0,pos
6221,Male,28,Caucasian,F,0,pos
6222,Male,21,Hispanic,F,2,neg
6223,Male,39,African-American,F,1,pos
6224,Male,34,African-American,F,22,neg
6225,Male,32,Caucasian,F,2,pos
6226,Male,45,Hispanic,M,0,pos
6227,Male,36,African-American,M,7,pos
6228,Male,24,African-American,M,0,neg
6229,Male,27,African-American,F,9,neg
6230,Male,30,Hispanic,F,0,pos
6231,Male,61,African-American,M,8,pos
6232,Male,43,African-American,F,2,pos
6233,Male,26,African-American,F,1,pos
6234,Male,32,African-American,F,7,neg
6235,Female,57,Caucasian,F,2,pos
6236,Female,40,Caucasian,M,0,pos
6237,Male,33,Caucasian,F,6,neg
6238,Male,30,African-American,F,2,neg
6239,Male,29,Caucasian,M,1,pos
6240,Female,21,Caucasian,F,1,neg
6241,Male,36,African-American,M,2,pos
6242,Male,59,African-American,F,17,pos
6243,Male,35,African-American,F,6,neg
6244,Male,49,Hispanic,M,0,pos
6245,Male,26,Hispanic,F,5,neg
6246,Male,21,African-American,F,2,neg
6247,Male,49,African-American,F,29,neg
6248,Male,23,Hispanic,F,1,pos
6249,Female,37,African-American,M,23,neg
6250,Male,33,Hispanic,M,0,pos
6251,Male,20,African-American,F,1,neg
6252,Male,28,Caucasian,F,1,pos
6253,Male,29,African-American,F,3,neg
6254,Male,25,African-American,F,1,neg
6255,Male,20,African-American,F,2,neg
6256,Male,30,Caucasian,M,3,neg
6257,Male,55,African-American,F,5,pos
6258,Male,26,Caucasian,M,0,pos
6259,Female,52,Caucasian,F,6,pos
6260,Male,52,African-American,F,16,neg
6261,Male,27,Hispanic,F,1,neg
6262,Male,60,Caucasian,M,2,pos
6263,Male,44,Caucasian,M,0,pos
6264,Male,30,Hispanic,F,1,pos
6265,Female,25,African-American,M,2,pos
6266,Female,20,Caucasian,F,4,neg
6267,Male,28,Caucasian,F,3,neg
6268,Male,39,African-American,M,3,neg
6269,Male,22,Caucasian,F,1,pos
6270,Male,24,Caucasian,F,1,neg
6271,Female,28,African-American,F,0,pos
6272,Male,35,African-American,F,10,neg
6273,Male,30,Caucasian,M,0,pos
6274,Male,22,African-American,F,0,neg
6275,Male,39,African-American,F,9,pos
6276,Female,46,Other,F,1,pos
6277,Male,47,Other,M,3,pos
6278,Male,26,African-American,M,5,pos
6279,Male,33,African-American,F,3,pos
6280,Female,23,African-American,F,0,pos
6281,Female,52,African-American,F,0,neg
6282,Female,22,African-American,M,0,neg
6283,Male,54,Caucasian,F,0,pos
6284,Male,50,African-American,M,2,pos
6285,Male,20,African-American,F,2,neg
6286,Male,25,Caucasian,F,1,pos
6287,Female,46,Caucasian,F,0,pos
6288,Male,26,African-American,F,1,neg
6289,Male,22,Caucasian,M,0,pos
6290,Male,38,Caucasian,F,10,neg
6291,Female,36,Hispanic,F,9,neg
6292,Female,34,African-American,F,5,neg
6293,Male,18,African-American,F,4,neg
6294,Female,26,Caucasian,F,3,neg
6295,Female,23,Caucasian,F,0,pos
6296,Female,32,Hispanic,M,8,neg
6297,Male,44,Caucasian,M,1,neg
6298,Male,53,Caucasian,F,9,neg
6299,Male,27,African-American,F,6,pos
6300,Male,27,African-American,F,4,neg
6301,Male,25,Caucasian,F,2,neg
6302,Male,48,Caucasian,F,18,neg
6303,Male,19,Caucasian,F,1,neg
6304,Male,53,Caucasian,F,0,pos
6305,Male,39,African-American,M,0,pos
6306,Male,37,Other,F,2,neg
6307,Male,27,African-American,F,6,neg
6308,Female,29,Caucasian,F,1,neg
6309,Female,21,African-American,F,2,neg
6310,Female,24,African-American,F,7,pos
6311,Male,33,Caucasian,M,0,pos
6312,Female,24,Caucasian,M,1,pos
6313,Male,46,Caucasian,F,1,pos
6314,Male,32,Hispanic,F,7,pos
6315,Male,24,Hispanic,F,2,pos
6316,Female,38,Caucasian,F,0,pos
6317,Male,30,African-American,F,13,neg
6318,Male,26,African-American,M,27,neg
6319,Male,57,Caucasian,F,2,pos
6320,Male,43,Caucasian,F,0,pos
6321,Male,22,African-American,M,0,pos
6322,Male,26,Caucasian,M,1,pos
6323,Female,28,African-American,M,9,neg
6324,Male,51,Caucasian,F,3,pos
6325,Male,41,Hispanic,F,3,pos
6326,Male,24,Caucasian,F,1,pos
6327,Male,48,African-American,F,3,neg
6328,Male,26,Caucasian,M,0,neg
6329,Male,31,African-American,F,6,neg
6330,Male,27,African-American,M,6,pos
6331,Male,25,African-American,M,0,pos
6332,Male,56,Caucasian,M,3,pos
6333,Female,29,African-American,M,1,pos
6334,Female,30,Caucasian,F,3,neg
6335,Male,21,African-American,F,0,pos
6336,Male,22,Caucasian,F,1,neg
6337,Female,28,African-American,M,0,pos
6338,Male,35,African-American,F,2,pos
6339,Male,23,Caucasian,F,0,pos
6340,Male,48,African-American,F,4,pos
6341,Male,22,Caucasian,M,4,neg
6342,Male,37,African-American,F,2,pos
6343,Male,33,African-American,F,0,pos
6344,Male,23,African-American,F,5,neg
6345,Male,22,African-American,M,0,neg
6346,Male,24,African-American,F,0,pos
6347,Male,44,African-American,M,2,pos
6348,Male,26,African-American,M,4,pos
6349,Female,26,African-American,M,0,pos
6350,Male,29,African-American,F,2,pos
6351,Male,26,Hispanic,F,0,pos
6352,Male,30,Caucasian,M,1,pos
6353,Male,23,African-American,F,1,neg
6354,Male,42,Other,F,1,pos
6355,Female,28,African-American,F,0,neg
6356,Male,20,African-American,F,0,pos
6357,Female,24,Caucasian,M,7,pos
6358,Female,36,Other,F,6,neg
6359,Male,37,African-American,F,6,neg
6360,Female,21,African-American,F,1,pos
6361,Male,27,African-American,F,8,neg
6362,Male,26,African-American,F,2,neg
6363,Male,42,Caucasian,M,0,pos
6364,Male,23,African-American,F,8,neg
6365,Male,43,Caucasian,F,1,pos
6366,Female,55,Caucasian,M,0,pos
6367,Male,38,Caucasian,F,0,neg
6368,Male,24,Caucasian,F,1,neg
6369,Male,23,African-American,M,0,pos
6370,Female,64,African-American,F,0,pos
6371,Male,48,Other,M,0,pos
6372,Male,32,African-American,F,11,neg
6373,Female,39,African-American,F,0,neg
6374,Male,30,Caucasian,M,0,pos
6375,Female,22,African-American,M,1,pos
6376,Male,20,African-American,F,2,neg
6377,Male,21,African-American,F,0,neg
6378,Male,24,Caucasian,F,0,pos
6379,Male,49,Hispanic,M,2,neg
6380,Male,50,Caucasian,F,2,pos
6381,Male,30,African-American,M,3,pos
6382,Male,51,African-American,F,12,neg
6383,Male,21,African-American,M,2,neg
6384,Male,21,African-American,F,1,neg
6385,Male,31,African-American,F,1,pos
6386,Male,23,African-American,M,2,neg
6387,Male,23,Hispanic,M,0,pos
6388,Male,32,African-American,F,4,neg
6389,Male,28,African-American,F,11,neg
6390,Male,50,Caucasian,F,16,neg
6391,Male,24,African-American,F,0,pos
6392,Female,19,African-American,F,1,neg
6393,Male,31,Other,M,1,pos
6394,Male,29,African-American,F,3,neg
6395,Male,41,African-American,F,6,neg
6396,Male,28,African-American,M,4,neg
6397,Male,29,Caucasian,F,6,neg
6398,Male,49,Caucasian,F,0,pos
6399,Male,42,Caucasian,M,0,pos
6400,Male,38,African-American,M,4,pos
6401,Male,22,African-American,F,3,neg
6402,Male,46,Caucasian,M,0,neg
6403,Male,63,Caucasian,F,1,pos
6404,Male,38,African-American,F,0,neg
6405,Male,36,African-American,F,0,pos
6406,Female,27,African-American,M,10,neg
6407,Male,22,Caucasian,F,6,neg
6408,Male,29,African-American,M,11,pos
6409,Male,23,African-American,F,6,neg
6410,Male,39,African-American,M,2,pos
6411,Male,47,Caucasian,M,0,pos
6412,Male,26,African-American,F,7,neg
6413,Female,21,African-American,F,0,neg
6414,Male,55,African-American,F,12,pos
6415,Male,63,African-American,M,2,pos
6416,Male,27,African-American,F,2,neg
6417,Male,55,Caucasian,M,27,pos
6418,Male,57,Caucasian,M,21,neg
6419,Male,24,Hispanic,F,1,pos
6420,Male,54,Other,M,2,neg
6421,Male,30,African-American,F,2,neg
6422,Male,26,African-American,M,3,pos
6423,Male,26,Caucasian,F,0,neg
6424,Male,37,Caucasian,M,1,pos
6425,Male,25,African-American,M,4,pos
6426,Male,34,African-American,F,0,pos
6427,Female,48,Hispanic,F,4,neg
6428,Male,25,African-American,F,2,neg
6429,Male,57,Other,F,0,neg
6430,Male,46,Caucasian,F,2,pos
6431,Male,21,Hispanic,F,0,neg
6432,Male,32,African-American,F,8,pos
6433,Female,25,African-American,F,5,neg
6434,Male,35,African-American,F,4,neg
6435,Female,33,African-American,F,2,neg
6436,Male,26,African-American,F,2,neg
6437,Male,49,Caucasian,F,10,neg
6438,Male,29,African-American,M,2,pos
6439,Male,28,Caucasian,M,6,neg
6440,Male,53,African-American,F,20,pos
6441,Male,57,Hispanic,M,1,pos
6442,Male,29,African-American,F,3,neg
6443,Male,27,Caucasian,F,0,pos
6444,Male,48,Caucasian,F,0,pos
6445,Male,29,Hispanic,M,0,neg
6446,Male,25,Caucasian,M,1,neg
6447,Male,67,Caucasian,F,0,pos
6448,Male,29,African-American,M,2,neg
6449,Female,53,African-American,F,3,pos
6450,Male,23,Caucasian,F,1,pos
6451,Male,49,African-American,F,0,pos
6452,Female,44,Caucasian,M,0,neg
6453,Female,55,Hispanic,F,0,pos
6454,Male,26,African-American,F,10,neg
6455,Male,51,Caucasian,F,2,neg
6456,Male,46,African-American,M,0,neg
6457,Male,30,Caucasian,F,1,neg
6458,Female,48,African-American,F,0,neg
6459,Male,77,African-American,M,1,neg
6460,Male,21,African-American,F,2,neg
6461,Male,46,Caucasian,F,11,neg
6462,Male,54,African-American,F,4,neg
6463,Male,54,Caucasian,F,3,pos
6464,Male,26,African-American,F,15,pos
6465,Male,23,African-American,F,8,neg
6466,Male,27,Hispanic,F,1,pos
6467,Male,39,Caucasian,F,2,pos
6468,Male,35,Hispanic,F,13,pos
6469,Male,29,African-American,M,1,neg
6470,Male,30,African-American,M,9,neg
6471,Male,41,African-American,F,6,neg
6472,Male,32,African-American,M,1,pos
6473,Male,48,African-American,M,12,pos
6474,Male,39,Caucasian,F,2,pos
6475,Male,52,African-American,M,0,neg
6476,Male,31,African-American,F,3,neg
6477,Male,22,Caucasian,F,1,neg
6478,Male,56,African-American,M,4,neg
6479,Female,46,Caucasian,M,0,pos
6480,Female,52,Caucasian,F,23,neg
6481,Male,29,African-American,F,7,neg
6482,Female,22,African-American,F,0,pos
6483,Male,32,Hispanic,F,1,pos
6484,Male,39,African-American,F,8,pos
6485,Male,35,African-American,F,9,pos
6486,Male,26,African-American,M,1,pos
6487,Male,27,African-American,F,1,neg
6488,Male,27,African-American,F,5,neg
6489,Female,34,Caucasian,F,10,neg
6490,Male,47,African-American,F,21,neg
6491,Male,27,African-American,M,2,pos
6492,Male,27,Hispanic,F,6,neg
6493,Female,32,African-American,M,0,neg
6494,Male,28,Hispanic,M,8,neg
6495,Male,25,African-American,F,5,neg
6496,Male,22,Caucasian,M,2,neg
6497,Male,43,Caucasian,M,4,pos
6498,Male,52,African-American,F,7,neg
6499,Male,21,African-American,F,2,neg
6500,Male,28,African-American,F,11,neg
6501,Male,21,African-American,F,1,neg
6502,Male,26,Hispanic,F,0,pos
6503,Male,23,Caucasian,M,4,neg
6504,Male,39,Hispanic,M,3,pos
6505,Male,31,African-American,M,1,pos
6506,Male,34,Caucasian,M,1,pos
6507,Male,32,African-American,M,0,pos
6508,Female,50,Caucasian,M,0,neg
6509,Male,27,African-American,M,1,pos
6510,Female,26,African-American,F,4,pos
6511,Male,27,African-American,F,4,neg
6512,Male,29,Caucasian,F,0,neg
6513,Male,30,Caucasian,M,11,neg
6514,Male,58,African-American,M,0,pos
6515,Male,27,African-American,F,14,neg
6516,Male,28,African-American,F,5,neg
6517,Male,24,African-American,F,15,neg
6518,Male,45,African-American,F,1,neg
6519,Male,50,Caucasian,M,0,pos
6520,Female,30,African-American,F,15,neg
6521,Male,25,Hispanic,F,1,neg
6522,Male,46,Hispanic,F,0,pos
6523,Male,43,Caucasian,F,0,neg
6524,Male,24,Caucasian,F,0,neg
6525,Male,34,African-American,F,10,pos
6526,Male,56,Hispanic,F,2,pos
6527,Male,26,Caucasian,F,2,pos
6528,Male,31,Caucasian,F,0,pos
6529,Male,23,African-American,F,1,neg
6530,Male,39,African-American,F,0,pos
6531,Male,50,African-American,F,4,neg
6532,Female,22,African-American,M,0,pos
6533,Female,25,African-American,M,0,pos
6534,Female,21,African-American,F,2,pos
6535,Male,20,Caucasian,F,1,pos
6536,Male,54,African-American,M,12,neg
6537,Female,27,African-American,F,2,neg
6538,Male,45,Caucasian,F,5,neg
6539,Male,34,African-American,F,13,neg
6540,Female,55,Caucasian,F,0,pos
6541,Male,24,African-American,M,0,pos
6542,Male,20,African-American,F,0,neg
6543,Male,37,African-American,M,5,neg
6544,Female,34,Caucasian,M,1,pos
6545,Female,41,African-American,F,2,neg
6546,Male,21,African-American,F,1,neg
6547,Male,22,African-American,F,3,neg
6548,Male,24,African-American,F,0,pos
6549,Male,42,Caucasian,F,8,pos
6550,Female,23,African-American,M,0,neg
6551,Female,40,African-American,F,1,pos
6552,Male,19,African-American,F,2,neg
6553,Male,20,Caucasian,M,0,pos
6554,Female,44,Caucasian,F,0,neg
6555,Male,20,African-American,M,0,neg
6556,Male,27,African-American,M,5,pos
6557,Male,20,Caucasian,M,0,neg
6558,Male,20,African-American,F,0,pos
6559,Male,28,Caucasian,F,1,neg
6560,Male,29,African-American,F,9,neg
6561,Male,21,African-American,F,0,neg
6562,Male,45,African-American,M,4,neg
6563,Female,24,African-American,F,2,neg
6564,Male,60,African-American,F,15,neg
6565,Male,43,African-American,F,8,neg
6566,Male,21,Other,F,0,neg
6567,Female,24,African-American,F,0,pos
6568,Male,23,African-American,F,3,neg
6569,Male,27,Caucasian,F,0,pos
